Gender,Marital_Status,Dependents,Education,Employment_Status,City/Town,Annual_Income,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Approval_Status
Female,Divorced,0,Postgraduate,Employed,Suburban,101020,1,26609,87,1
Female,Married,1,Graduate,Employed,Urban,137054,0,36885,64,1
Male,Single,2,High School,Unemployed,Suburban,84746,1,22367,34,1
Female,Single,3,High School,Self-Employed,Suburban,55156,1,20000,135,0
Male,Married,2,High School,Employed,Urban,117653,0,29936,228,1
Male,Married,3,Graduate,Employed,Urban,129795,1,31942,118,0
Male,Married,3,High School,Employed,Urban,54454,0,20000,44,1
Male,Married,1,Postgraduate,Employed,Urban,125039,0,26151,219,1
Male,Married,0,Graduate,Employed,Urban,83234,0,20091,89,0
Female,Married,0,Graduate,Self-Employed,Suburban,110253,0,24738,203,1
Female,Single,2,High School,Self-Employed,Suburban,64895,0,20000,211,1
Female,Married,1,Graduate,Employed,Suburban,95373,0,20157,126,1
Male,Married,2,Graduate,Self-Employed,Suburban,93506,0,27237,96,1
Female,Married,2,High School,Employed,Urban,102261,1,24751,204,1
Male,Single,0,Graduate,Unemployed,Suburban,116324,0,26404,96,1
Male,Single,1,Graduate,Employed,Urban,51437,0,20000,148,1
Male,Single,1,Postgraduate,Unemployed,Suburban,69315,1,20778,183,0
Female,Single,1,Graduate,Unemployed,Urban,115994,0,23150,26,1
Female,Married,0,High School,Self-Employed,Urban,79953,0,23115,187,1
Male,Single,2,High School,Employed,Urban,146393,1,35342,27,1
Male,Married,2,Graduate,Employed,Urban,47561,1,14746,135,0
Male,Single,0,High School,Self-Employed,Urban,65064,0,8492,69,0
Female,Divorced,3,Graduate,Unemployed,Urban,145199,0,34236,126,1
Male,Divorced,0,Graduate,Unemployed,Suburban,70946,0,21172,62,1
Male,Single,1,Postgraduate,Self-Employed,Rural,72269,0,20764,96,1
Female,Divorced,1,Graduate,Unemployed,Urban,37745,0,14215,118,0
Male,Divorced,1,High School,Unemployed,Suburban,101932,0,26566,38,1
Male,Married,3,Postgraduate,Employed,Urban,149678,1,30002,119,1
Male,Married,0,Postgraduate,Employed,Urban,104037,0,22850,31,1
Female,Married,1,Graduate,Employed,Urban,29312,0,7150,171,0
Male,Single,1,Graduate,Self-Employed,Suburban,72059,0,21002,155,1
Female,Married,1,High School,Employed,Urban,44638,0,13516,224,0
Male,Married,3,High School,Employed,Suburban,67954,0,8761,17,1
Female,Married,3,Postgraduate,Employed,Urban,70130,0,20145,173,1
Female,Single,3,Graduate,Employed,Urban,32193,0,10973,135,0
Male,Divorced,2,Graduate,Employed,Urban,52549,0,12832,162,0
Female,Divorced,3,Graduate,Self-Employed,Urban,101022,1,23410,112,1
Male,Married,3,High School,Employed,Suburban,51128,0,8774,28,0
Female,Single,1,Graduate,Employed,Suburban,141728,1,33215,12,1
Male,Married,2,Graduate,Employed,Suburban,46999,0,5778,168,0
Male,Married,3,Postgraduate,Self-Employed,Urban,95561,0,21104,133,1
Female,Married,2,High School,Unemployed,Rural,81226,1,22535,202,1
Male,Married,1,Postgraduate,Self-Employed,Suburban,77609,0,21854,187,1
Male,Married,0,High School,Self-Employed,Urban,52825,0,8542,67,0
Male,Single,3,Postgraduate,Self-Employed,Urban,110666,1,23972,121,1
Female,Married,2,High School,Unemployed,Urban,33481,0,9907,63,0
Female,Single,1,High School,Self-Employed,Urban,70976,1,20258,52,0
Female,Married,1,Graduate,Employed,Urban,52125,1,20000,130,0
Female,Married,3,High School,Unemployed,Urban,47466,0,17573,171,0
Male,Married,3,High School,Self-Employed,Suburban,114767,0,21647,53,1
Female,Married,2,Postgraduate,Self-Employed,Suburban,108201,0,32373,188,0
Female,Married,2,High School,Employed,Rural,24286,0,6137,104,1
Female,Married,1,Graduate,Unemployed,Urban,60595,0,20000,233,0
Female,Single,1,Postgraduate,Employed,Urban,51767,0,15605,226,0
Female,Single,0,High School,Self-Employed,Urban,102771,0,24304,175,1
Female,Single,3,High School,Unemployed,Urban,52003,0,20000,176,1
Male,Married,1,Postgraduate,Self-Employed,Suburban,55943,0,10005,189,0
Female,Married,1,High School,Self-Employed,Suburban,66652,1,8771,84,0
Male,Married,3,Graduate,Unemployed,Suburban,99697,0,29588,39,1
Male,Married,2,High School,Self-Employed,Rural,131461,0,30212,130,0
Female,Divorced,1,High School,Self-Employed,Suburban,127434,1,37495,80,0
Male,Single,2,Postgraduate,Employed,Urban,126233,0,23058,16,0
Male,Divorced,0,Graduate,Self-Employed,Urban,113823,0,28913,48,1
Female,Single,0,High School,Unemployed,Suburban,60476,1,13596,205,0
Female,Single,3,High School,Employed,Urban,36127,0,12796,151,0
Male,Married,1,Graduate,Unemployed,Urban,105551,0,20432,170,1
Male,Single,2,High School,Unemployed,Suburban,64788,0,20000,106,1
Female,Married,1,Postgraduate,Employed,Urban,98908,0,24469,217,1
Female,Married,1,High School,Self-Employed,Suburban,104729,0,23474,225,1
Male,Married,0,Postgraduate,Unemployed,Urban,96242,1,20398,226,1
Female,Married,3,Postgraduate,Self-Employed,Urban,50512,0,8268,39,0
Female,Single,3,Graduate,Self-Employed,Urban,53316,0,20000,14,1
Male,Single,2,Graduate,Self-Employed,Urban,125414,0,27500,121,1
Male,Married,3,High School,Employed,Suburban,21222,0,7661,172,0
Female,Single,0,High School,Unemployed,Urban,69222,0,10305,180,1
Female,Single,0,Postgraduate,Self-Employed,Urban,146610,0,42968,235,1
Female,Divorced,0,High School,Employed,Urban,53484,0,20000,175,1
Female,Married,0,High School,Unemployed,Rural,95614,0,28093,171,1
Female,Married,2,Graduate,Employed,Urban,126665,0,23462,209,1
Female,Married,3,Postgraduate,Employed,Suburban,23079,0,5553,157,0
Female,Divorced,3,High School,Employed,Urban,94165,0,25788,203,1
Male,Married,0,Postgraduate,Self-Employed,Suburban,68619,0,20125,186,1
Male,Single,2,Graduate,Unemployed,Urban,143071,0,33568,108,0
Female,Single,0,High School,Employed,Urban,65057,0,20000,26,1
Male,Single,3,Postgraduate,Employed,Urban,93161,0,22505,213,1
Female,Married,1,Postgraduate,Employed,Rural,75328,0,21344,107,1
Male,Single,2,High School,Employed,Urban,58465,1,20000,225,1
Female,Divorced,3,High School,Self-Employed,Suburban,68002,0,24503,52,0
Male,Married,1,Graduate,Unemployed,Rural,124839,0,25269,24,1
Female,Single,3,Postgraduate,Employed,Suburban,49446,0,6698,85,0
Female,Married,1,Postgraduate,Employed,Urban,118232,1,30505,207,1
Male,Married,1,High School,Self-Employed,Rural,135210,0,35122,81,0
Male,Married,1,Graduate,Employed,Urban,107510,0,31785,235,1
Male,Married,0,High School,Employed,Suburban,95818,0,25195,127,1
Female,Single,1,Graduate,Self-Employed,Urban,35451,0,5024,40,0
Female,Married,3,High School,Unemployed,Suburban,122664,0,26472,229,1
Male,Divorced,0,High School,Employed,Urban,53824,1,20000,73,1
Female,Divorced,1,High School,Employed,Urban,58225,0,20000,212,1
Male,Married,1,Graduate,Unemployed,Urban,55928,1,20000,180,1
Female,Single,3,High School,Unemployed,Urban,22517,0,6598,69,0
Female,Married,2,High School,Employed,Urban,77138,1,22802,160,1
Male,Married,2,Postgraduate,Self-Employed,Urban,57003,0,20000,173,1
Male,Single,3,Graduate,Self-Employed,Urban,114976,0,22453,144,0
Male,Married,3,Graduate,Employed,Suburban,56948,0,20000,32,1
Female,Single,0,Graduate,Employed,Rural,67599,1,11656,189,0
Male,Married,3,Graduate,Employed,Urban,60674,0,20000,174,1
Female,Married,0,High School,Employed,Suburban,118058,1,34782,53,1
Female,Married,1,Graduate,Employed,Urban,96892,0,26805,48,1
Male,Single,0,High School,Employed,Suburban,149915,0,35010,77,1
Female,Single,2,High School,Self-Employed,Urban,129340,0,32468,80,1
Female,Married,3,Graduate,Self-Employed,Urban,51221,0,20000,22,0
Female,Single,3,Postgraduate,Employed,Urban,53183,0,20000,121,1
Male,Married,2,High School,Employed,Urban,100338,0,26426,15,1
Male,Divorced,3,Graduate,Employed,Urban,87915,1,23709,169,1
Male,Single,1,Graduate,Employed,Urban,50306,0,16163,24,0
Male,Single,0,High School,Self-Employed,Urban,69042,0,5287,30,0
Female,Married,2,Postgraduate,Self-Employed,Urban,72119,0,21116,208,1
Female,Married,3,Graduate,Employed,Urban,131467,0,38043,57,1
Male,Single,0,Postgraduate,Self-Employed,Suburban,120376,0,29101,160,1
Male,Married,0,Graduate,Unemployed,Suburban,70853,1,21231,160,1
Male,Single,1,High School,Unemployed,Urban,43776,0,11289,128,0
Female,Married,3,Graduate,Employed,Urban,37265,1,11536,234,0
Female,Single,3,High School,Self-Employed,Urban,56654,0,20000,127,1
Male,Married,2,High School,Employed,Urban,32639,0,11204,41,0
Female,Married,1,Postgraduate,Employed,Urban,51267,1,20000,119,1
Female,Married,2,High School,Employed,Urban,50559,1,6787,168,0
Female,Married,2,Graduate,Employed,Urban,63113,0,20000,211,1
Female,Married,2,High School,Self-Employed,Suburban,35116,0,5767,14,0
Female,Divorced,0,Graduate,Employed,Urban,32132,0,5635,157,0
Male,Married,0,Graduate,Unemployed,Suburban,38291,0,5478,113,0
Male,Married,3,Graduate,Employed,Suburban,66346,0,20870,28,0
Male,Divorced,3,High School,Self-Employed,Suburban,140472,0,26083,115,1
Male,Married,2,Postgraduate,Self-Employed,Urban,64128,1,20000,223,1
Female,Married,0,High School,Employed,Rural,124749,0,35746,145,1
Female,Married,1,Graduate,Employed,Urban,129680,0,25946,204,0
Male,Married,0,High School,Self-Employed,Urban,142110,0,27729,90,1
Male,Married,3,Postgraduate,Employed,Urban,110946,1,30368,130,1
Female,Married,1,Graduate,Self-Employed,Rural,63018,1,13337,198,0
Male,Single,0,Postgraduate,Employed,Rural,66701,1,20005,179,1
Male,Single,1,Graduate,Employed,Urban,116162,0,33677,149,1
Female,Single,2,High School,Employed,Urban,38753,0,6521,200,0
Female,Divorced,2,Graduate,Self-Employed,Urban,102022,0,30519,138,1
Female,Divorced,1,Graduate,Self-Employed,Suburban,65387,1,12073,234,0
Male,Single,2,Graduate,Unemployed,Rural,51943,0,20000,124,1
Male,Married,0,Graduate,Self-Employed,Suburban,109527,1,30902,218,1
Male,Single,0,Postgraduate,Unemployed,Urban,108597,0,25486,98,1
Male,Single,1,Postgraduate,Employed,Suburban,93667,0,22508,29,1
Female,Married,1,Graduate,Self-Employed,Urban,88100,0,25368,182,1
Male,Single,3,Postgraduate,Self-Employed,Suburban,39892,0,14440,224,0
Male,Single,0,Postgraduate,Employed,Rural,61240,0,20000,215,1
Female,Married,2,Graduate,Employed,Urban,43744,0,10262,178,0
Male,Married,0,Postgraduate,Self-Employed,Suburban,92784,0,24143,41,1
Female,Married,2,High School,Employed,Urban,63078,1,20000,217,1
Female,Married,2,High School,Unemployed,Urban,68528,0,13698,69,0
Female,Single,2,High School,Self-Employed,Urban,65165,1,16547,145,0
Male,Married,1,Graduate,Employed,Urban,137953,1,29391,123,1
Male,Single,1,Graduate,Employed,Suburban,101025,0,23132,189,1
Female,Married,0,High School,Employed,Suburban,62592,0,19322,87,0
Female,Married,3,Graduate,Unemployed,Rural,55141,0,20000,169,1
Male,Single,2,High School,Self-Employed,Urban,127070,0,24144,82,1
Male,Single,0,Graduate,Unemployed,Urban,71378,0,20041,86,1
Female,Married,1,Postgraduate,Employed,Urban,72653,0,21168,49,0
Male,Married,0,High School,Unemployed,Urban,60529,1,20000,96,0
Female,Married,0,Graduate,Unemployed,Suburban,56723,0,20000,185,1
Female,Married,1,Graduate,Employed,Urban,127028,0,23339,65,1
Female,Single,0,High School,Self-Employed,Urban,54307,0,20000,177,0
Female,Married,0,Graduate,Unemployed,Urban,41953,0,10802,43,0
Female,Married,1,Graduate,Unemployed,Rural,26679,0,10599,139,0
Female,Divorced,0,High School,Employed,Suburban,78415,1,21899,161,1
Male,Single,1,Graduate,Employed,Urban,114516,0,27498,192,1
Female,Married,1,Graduate,Self-Employed,Urban,25607,0,5653,49,0
Female,Single,2,Postgraduate,Employed,Suburban,149960,0,35170,139,1
Female,Single,2,Graduate,Self-Employed,Suburban,107925,0,20607,79,1
Male,Single,3,Graduate,Employed,Urban,112514,0,20146,12,1
Female,Married,3,High School,Unemployed,Urban,62677,0,21179,124,0
Male,Divorced,3,High School,Self-Employed,Rural,125266,0,31781,64,1
Female,Single,1,Graduate,Employed,Suburban,115629,0,28657,215,1
Female,Single,0,Graduate,Self-Employed,Suburban,37451,0,5653,161,1
Female,Married,0,High School,Unemployed,Urban,94031,0,24296,81,0
Female,Married,3,Graduate,Self-Employed,Urban,139712,0,26570,137,1
Female,Married,2,High School,Employed,Suburban,56754,1,20000,57,1
Female,Single,1,Postgraduate,Employed,Suburban,78590,1,20852,230,1
Female,Single,0,Postgraduate,Employed,Suburban,28904,0,11221,214,0
Female,Single,2,High School,Employed,Suburban,129540,0,31667,97,1
Female,Single,0,Graduate,Employed,Suburban,56012,1,20000,39,1
Male,Single,1,Graduate,Employed,Rural,121639,0,26350,117,1
Male,Married,2,High School,Employed,Urban,148929,0,35061,211,1
Male,Married,1,High School,Unemployed,Urban,120339,0,27508,155,1
Male,Single,2,High School,Unemployed,Rural,130170,0,34702,77,1
Male,Married,1,Graduate,Self-Employed,Urban,118100,0,34408,152,1
Female,Married,1,Graduate,Unemployed,Suburban,64798,0,20000,225,1
Male,Married,0,High School,Self-Employed,Suburban,52903,0,16206,231,1
Male,Married,1,Graduate,Unemployed,Suburban,144786,0,20624,14,0
Male,Married,1,Postgraduate,Employed,Urban,65007,0,7528,93,0
Female,Divorced,0,High School,Self-Employed,Urban,61624,1,20000,157,1
Female,Divorced,3,Graduate,Employed,Suburban,32533,0,10500,185,0
Female,Married,1,High School,Self-Employed,Rural,134450,1,36391,24,1
Male,Single,2,High School,Employed,Urban,71191,0,20499,154,1
Male,Single,2,High School,Unemployed,Urban,58483,0,20000,23,1
Male,Single,3,High School,Self-Employed,Rural,46551,0,10517,148,0
Male,Single,1,Graduate,Employed,Rural,53266,0,20000,155,1
Female,Married,1,Graduate,Employed,Urban,31388,1,8807,87,1
Female,Single,1,Graduate,Self-Employed,Urban,130751,0,22867,127,1
Female,Married,1,Graduate,Employed,Suburban,119493,0,25155,64,1
Female,Married,2,Graduate,Employed,Suburban,135533,0,31615,161,1
Female,Single,2,Postgraduate,Employed,Urban,96928,0,28558,104,0
Female,Single,1,Graduate,Employed,Urban,52106,1,20000,16,1
Male,Single,1,Graduate,Employed,Urban,89843,0,23757,50,1
Male,Single,3,Graduate,Employed,Urban,44084,0,7137,223,0
Female,Single,1,Postgraduate,Employed,Urban,56508,0,18355,30,0
Female,Married,0,Postgraduate,Employed,Urban,29936,0,10297,51,0
Female,Married,0,Graduate,Employed,Suburban,25773,0,5286,221,0
Female,Married,2,High School,Employed,Rural,72673,0,20830,139,1
Male,Single,0,High School,Employed,Urban,77761,0,22880,89,1
Male,Single,1,Postgraduate,Self-Employed,Urban,75287,1,21346,100,1
Female,Single,2,Postgraduate,Self-Employed,Suburban,66669,0,25933,207,0
Female,Single,2,High School,Self-Employed,Suburban,68923,0,20544,135,1
Female,Single,0,Postgraduate,Employed,Suburban,130100,0,20970,239,1
Female,Married,2,High School,Self-Employed,Suburban,56943,0,20000,75,0
Male,Single,1,Graduate,Employed,Suburban,86238,0,21992,133,1
Male,Single,3,Postgraduate,Employed,Urban,81028,0,22258,68,1
Male,Single,1,Graduate,Self-Employed,Urban,68340,0,20277,17,1
Male,Single,0,Graduate,Unemployed,Urban,59845,1,21309,165,0
Male,Married,1,Graduate,Employed,Urban,120684,0,33650,184,1
Female,Single,1,High School,Self-Employed,Urban,66080,0,7217,70,0
Female,Single,2,Graduate,Unemployed,Urban,59478,0,14872,22,0
Male,Married,3,Graduate,Self-Employed,Urban,145431,0,33426,101,1
Female,Single,3,Graduate,Employed,Urban,60390,0,19423,14,0
Female,Married,2,Graduate,Self-Employed,Urban,137322,0,38287,106,1
Male,Married,3,High School,Employed,Urban,135605,0,21695,193,1
Female,Single,2,High School,Employed,Rural,44877,0,7898,113,1
Female,Married,3,Postgraduate,Employed,Urban,122371,1,27606,203,1
Female,Married,2,Graduate,Self-Employed,Rural,74468,0,20674,92,1
Male,Married,3,Graduate,Employed,Rural,60955,1,20000,126,1
Female,Divorced,1,Graduate,Employed,Urban,129750,0,20774,135,1
Female,Single,3,Graduate,Unemployed,Suburban,45312,1,8778,45,0
Female,Single,2,Graduate,Self-Employed,Urban,145997,0,27515,181,1
Female,Single,0,High School,Employed,Suburban,68805,0,20091,29,1
Male,Single,0,Postgraduate,Employed,Rural,123450,0,20596,135,1
Male,Married,1,Graduate,Self-Employed,Urban,24419,0,9312,37,0
Male,Married,2,Graduate,Unemployed,Urban,46700,0,18501,25,0
Female,Single,1,Graduate,Employed,Rural,51899,0,20000,79,1
Female,Married,0,High School,Employed,Rural,77940,0,22674,113,1
Female,Divorced,3,Postgraduate,Unemployed,Urban,61779,0,20534,224,0
Female,Married,2,High School,Employed,Rural,59277,0,20000,196,1
Male,Married,3,High School,Employed,Urban,65677,0,15774,29,1
Female,Married,3,Postgraduate,Employed,Suburban,121408,0,23856,237,1
Female,Married,2,Graduate,Employed,Suburban,60739,1,20000,157,1
Female,Married,1,High School,Self-Employed,Urban,87753,0,24679,41,1
Female,Single,0,High School,Employed,Suburban,48918,0,12611,100,0
Male,Married,0,Graduate,Employed,Suburban,75123,0,20925,239,1
Female,Single,2,Graduate,Employed,Urban,117181,0,31780,77,1
Male,Single,1,Graduate,Unemployed,Urban,121271,0,25207,90,1
Female,Single,1,Graduate,Employed,Urban,129739,0,31250,85,0
Female,Single,2,Graduate,Employed,Urban,104651,0,25323,164,1
Female,Single,3,Postgraduate,Employed,Rural,81568,1,23105,73,1
Male,Married,3,Postgraduate,Self-Employed,Suburban,110626,1,28481,80,0
Female,Married,1,Graduate,Employed,Rural,147859,1,41036,127,1
Female,Married,1,Graduate,Employed,Urban,149680,0,23801,105,1
Female,Single,0,Graduate,Employed,Urban,91070,0,22381,119,1
Male,Single,0,Graduate,Unemployed,Urban,36128,0,14300,182,0
Male,Married,3,Graduate,Unemployed,Urban,62220,1,20000,199,1
Female,Married,0,Postgraduate,Employed,Urban,91112,0,24985,226,1
Female,Married,3,Graduate,Self-Employed,Urban,93194,0,26294,167,0
Female,Married,3,Postgraduate,Self-Employed,Rural,76052,0,20370,228,1
Male,Married,0,High School,Employed,Suburban,59906,0,13791,187,0
Female,Divorced,3,High School,Self-Employed,Urban,113782,1,20040,28,1
Male,Married,1,Graduate,Self-Employed,Suburban,79643,1,20411,30,1
Female,Married,3,High School,Employed,Urban,70397,0,20060,88,1
Female,Married,2,High School,Unemployed,Urban,107033,1,28569,206,1
Male,Married,0,Postgraduate,Self-Employed,Rural,52935,0,5088,166,0
Male,Single,3,High School,Employed,Suburban,64706,0,20000,237,1
Male,Single,2,High School,Unemployed,Urban,59287,0,20000,238,1
Female,Single,0,High School,Employed,Suburban,135646,0,23634,97,0
Male,Married,0,Graduate,Unemployed,Suburban,130924,0,34414,138,1
Female,Single,0,Postgraduate,Employed,Suburban,146623,0,22387,186,1
Male,Married,2,Postgraduate,Employed,Urban,148033,0,37904,203,1
Male,Married,2,High School,Unemployed,Suburban,119141,0,31493,15,1
Female,Married,1,Graduate,Employed,Suburban,70907,0,20208,119,0
Male,Divorced,0,High School,Employed,Urban,149250,0,35374,54,1
Male,Married,3,High School,Employed,Urban,103725,0,20630,42,1
Female,Single,2,Graduate,Unemployed,Urban,118638,0,24131,102,1
Male,Married,1,High School,Unemployed,Urban,58796,0,20000,218,1
Female,Married,1,High School,Self-Employed,Urban,133166,0,37320,179,1
Female,Single,2,Graduate,Employed,Suburban,137826,1,32656,73,1
Female,Single,3,Graduate,Employed,Rural,144756,0,40557,102,0
